Id,关卡Id,行为Id,行为类型,参数1,参数2,参数3,参数4,参数5,说明,对应地图
1638460,25,60,2,3,0,0,0,0,计时器3开始计时,11
1638461,25,61,11,29,0,0,0,0,第3波,11
1638462,25,62,2,23,0,0,0,0,计时器33开始计时,11
1638463,25,63,21,0,0,0,0,0,激活第3组出生点,11
1638464,25,64,11,63,0,0,0,0,第3波结束,11
1638465,25,65,2,4,0,0,0,0,计时器4开始计时,11
1638466,25,66,11,30,0,0,0,0,第4波,11
1638467,25,67,2,24,0,0,0,0,计时器34开始计时,11
1638468,25,68,21,0,0,0,0,0,激活第4组出生点,11
1638469,25,69,11,64,0,0,0,0,第4波结束,11
1638470,25,70,2,5,0,0,0,0,计时器5开始计时,11
1638471,25,71,11,31,0,0,0,0,第5波,11
1638472,25,72,2,25,0,0,0,0,计时器35开始计时,11
1638473,25,73,21,0,0,0,0,0,激活第5组出生点,11
1638474,25,74,11,65,0,0,0,0,第5波结束,11
1638475,25,75,2,6,0,0,0,0,计时器6开始计时,11
1638476,25,76,11,32,0,0,0,0,第6波,11
1638477,25,77,2,26,0,0,0,0,计时器36开始计时,11
1638478,25,78,21,0,0,0,0,0,激活第6组出生点,11
1638479,25,79,11,66,0,0,0,0,第6波结束,11
1638480,25,80,2,7,0,0,0,0,计时器7开始计时,11
1638481,25,81,11,33,0,0,0,0,第7波,11
1638482,25,82,2,27,0,0,0,0,计时器37开始计时,11
1638483,25,83,21,0,0,0,0,0,激活第7组出生点,11
1638484,25,84,11,67,0,0,0,0,第7波结束,11
1638485,25,85,2,8,0,0,0,0,计时器8开始计时,11
1638486,25,86,11,34,0,0,0,0,第8波,11
1638487,25,87,2,28,0,0,0,0,计时器38开始计时,11
1638488,25,88,21,0,0,0,0,0,激活第8组出生点,11
1638489,25,89,11,68,0,0,0,0,第8波结束,11
1638490,25,90,2,9,0,0,0,0,计时器9开始计时,11
1638491,25,91,11,35,0,0,0,0,第9波,11
1638492,25,92,2,29,0,0,0,0,计时器39开始计时,11
1638493,25,93,21,0,0,0,0,0,激活第9组出生点,11
1638494,25,94,11,69,0,0,0,0,第9波结束,11
1638495,25,95,2,10,0,0,0,0,计时器10开始计时,11
1638496,25,96,11,36,0,0,0,0,第10波,11
1638497,25,97,2,30,0,0,0,0,计时器40开始计时,11
1638498,25,98,21,0,0,0,0,0,激活第10组出生点,11
1638499,25,99,11,70,0,0,0,0,第10波结束,11
1638500,25,100,2,11,0,0,0,0,计时器11开始计时,11
1638501,25,101,11,37,0,0,0,0,第11波,11
1638502,25,102,2,31,0,0,0,0,计时器41开始计时,11
1638503,25,103,21,0,0,0,0,0,激活第11组出生点,11
1638504,25,104,11,71,0,0,0,0,第11波结束,11
1638505,25,105,2,12,0,0,0,0,计时器12开始计时,11
1638506,25,106,11,38,0,0,0,0,第12波,11
1638507,25,107,2,32,0,0,0,0,计时器42开始计时,11
1638508,25,108,21,0,0,0,0,0,激活第12组出生点,11
1638509,25,109,11,72,0,0,0,0,第12波结束,11
1638510,25,110,2,13,0,0,0,0,计时器13开始计时,11
1638511,25,111,11,39,0,0,0,0,第13波,11
1638512,25,112,2,33,0,0,0,0,计时器43开始计时,11
1638513,25,113,21,0,0,0,0,0,激活第13组出生点,11
1638514,25,114,11,73,0,0,0,0,第13波结束,11
1638515,25,115,2,14,0,0,0,0,计时器14开始计时,11
1638516,25,116,11,40,0,0,0,0,第14波,11
1638517,25,117,2,34,0,0,0,0,计时器44开始计时,11
1638518,25,118,21,0,0,0,0,0,激活第14组出生点,11
1638519,25,119,11,74,0,0,0,0,第14波结束,11
1638520,25,120,2,15,0,0,0,0,计时器15开始计时,11
1638521,25,121,11,41,0,0,0,0,第15波,11
1638522,25,122,2,35,0,0,0,0,计时器45开始计时,11
1638523,25,123,21,0,0,0,0,0,激活第15组出生点,11
1638524,25,124,11,75,0,0,0,0,第15波结束,11
1638525,25,125,2,16,0,0,0,0,计时器16开始计时,11
1638526,25,126,11,42,0,0,0,0,第16波,11
1638527,25,127,2,36,0,0,0,0,计时器46开始计时,11
1638528,25,128,21,0,0,0,0,0,激活第16组出生点,11
1638529,25,129,11,76,0,0,0,0,第16波结束,11
1638530,25,130,2,17,0,0,0,0,计时器17开始计时,11
1638531,25,131,11,43,0,0,0,0,第17波,11
1638532,25,132,2,37,0,0,0,0,计时器47开始计时,11
1638533,25,133,21,0,0,0,0,0,激活第17组出生点,11
1638534,25,134,11,77,0,0,0,0,第17波结束,11
1638535,25,135,2,18,0,0,0,0,计时器18开始计时,11
1638536,25,136,11,44,0,0,0,0,第18波,11
1638537,25,137,2,38,0,0,0,0,计时器48开始计时,11
1638538,25,138,21,0,0,0,0,0,激活第18组出生点,11
1638539,25,139,11,78,0,0,0,0,第18波结束,11
1638540,25,140,2,19,0,0,0,0,计时器19开始计时,11
1638541,25,141,11,45,0,0,0,0,第19波,11
1638542,25,142,2,39,0,0,0,0,计时器49开始计时,11
1638543,25,143,21,0,0,0,0,0,激活第19组出生点,11
1638544,25,144,11,79,0,0,0,0,第19波结束,11
1638545,25,145,2,20,0,0,0,0,计时器20开始计时,11
1638546,25,146,11,138,0,0,0,0,第20波,11
1638547,25,147,2,40,0,0,0,0,计时器50开始计时,11
1638548,25,148,21,0,0,0,0,0,激活第20组出生点,11
1638549,25,149,11,80,0,0,0,0,第20波结束,11
1638550,25,150,12,0,0,0,0,0,副本停止计时,11
1638551,25,151,2,102,0,0,0,0,计时器102开始计时,11
1638552,25,152,11,15,0,0,0,0,显示计时器102计时,11
1638553,25,153,14,0,0,0,0,0,副本结束,11
1638554,25,154,23,21,0,0,0,0,奖励500币,11
1638555,25,155,23,22,0,0,0,0,奖励750币,11
1638556,25,156,23,23,0,0,0,0,奖励1000币,11
1638557,25,157,23,24,0,0,0,0,奖励1250币,11
1638558,25,158,23,25,0,0,0,0,奖励1500币,11
1638559,25,159,23,26,0,0,0,0,奖励1750币,11
1638560,25,160,23,27,0,0,0,0,奖励2000币,11
1638561,25,161,23,28,0,0,0,0,奖励2250币,11
1638562,25,162,23,29,0,0,0,0,奖励2500币,11
1638563,25,163,23,30,0,0,0,0,奖励2750币,11
1638564,25,164,23,31,0,0,0,0,奖励3000币,11
1638565,25,165,23,32,0,0,0,0,奖励3250币,11
1638566,25,166,23,33,0,0,0,0,奖励3500币,11
1638567,25,167,23,34,0,0,0,0,奖励3750币,11
1638568,25,168,23,35,0,0,0,0,奖励4000币,11
1638569,25,169,6,1,0,2,0,0,区域A大门,11
1638570,25,170,6,2,0,2,0,0,区域B大门,11
1638571,25,171,6,3,0,2,0,0,区域C大门,11
1638572,25,172,6,4,0,2,0,0,区域D大门,11
1638573,25,173,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
1638574,25,174,11,12,0,0,0,0,前往下个区域,11
1703937,26,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
1703938,26,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
1703939,26,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
1703940,26,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
1703941,26,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
1703942,26,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
1703943,26,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
1703944,26,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
1703945,26,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
1703946,26,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
1703947,26,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
1703948,26,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
1703949,26,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
1703950,26,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
1703951,26,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
1703952,26,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
1703953,26,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
1703954,26,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
1703955,26,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
1703956,26,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
1703957,26,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
1703958,26,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
1703959,26,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
1703960,26,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
1703961,26,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
1703962,26,26,1,22,0,0,0,0,创建计时器22，用于激活出生点(开局行为),11
1703963,26,27,1,23,0,0,0,0,创建计时器23，用于激活出生点(开局行为),11
1703964,26,28,1,24,0,0,0,0,创建计时器24，用于激活出生点(开局行为),11
1703965,26,29,1,25,0,0,0,0,创建计时器25，用于激活出生点(开局行为),11
1703966,26,30,1,26,0,0,0,0,创建计时器26，用于激活出生点(开局行为),11
1703967,26,31,1,27,0,0,0,0,创建计时器27，用于激活出生点(开局行为),11
1703968,26,32,1,28,0,0,0,0,创建计时器28，用于激活出生点(开局行为),11
1703969,26,33,1,29,0,0,0,0,创建计时器29，用于激活出生点(开局行为),11
1703970,26,34,1,30,0,0,0,0,创建计时器30，用于激活出生点(开局行为),11
1703971,26,35,1,31,0,0,0,0,创建计时器31，用于激活出生点(开局行为),11
1703972,26,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
1703973,26,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
1703974,26,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
1703975,26,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
1703976,26,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
1703977,26,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
1703978,26,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
1703979,26,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
1703980,26,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
1703981,26,45,10,1,0,0,0,0,开局倒计时信息(开局行为),11
1703982,26,46,3,1,0,0,0,0,创建计数器1，清空敌人,11
1703983,26,47,7,0,0,0,0,0,副本开始计时,11
1703984,26,48,2,101,0,0,0,0,计时器101开始计时,11
1703985,26,49,11,26,0,0,0,0,任务目标：幸存,11
1703986,26,50,2,1,0,0,0,0,计时器1开始计时,11
1703987,26,51,11,27,0,0,0,0,第1波,11
1703988,26,52,2,21,0,0,0,0,计时器31开始计时,11
1703989,26,53,21,0,0,0,0,0,激活第1组出生点,11
1703990,26,54,11,128,0,0,0,0,第1波结束,11
1703991,26,55,2,2,0,0,0,0,计时器2开始计时,11
1703992,26,56,11,28,0,0,0,0,第2波,11
1703993,26,57,2,22,0,0,0,0,计时器32开始计时,11
1703994,26,58,21,0,0,0,0,0,激活第2组出生点,11
1703995,26,59,11,62,0,0,0,0,第2波结束,11
1703996,26,60,2,3,0,0,0,0,计时器3开始计时,11
1703997,26,61,11,29,0,0,0,0,第3波,11
1703998,26,62,2,23,0,0,0,0,计时器33开始计时,11
1703999,26,63,21,0,0,0,0,0,激活第3组出生点,11
1704000,26,64,11,129,0,0,0,0,第3波结束,11
1704001,26,65,2,4,0,0,0,0,计时器4开始计时,11
1704002,26,66,11,30,0,0,0,0,第4波,11
1704003,26,67,2,24,0,0,0,0,计时器34开始计时,11
1704004,26,68,21,0,0,0,0,0,激活第4组出生点,11
1704005,26,69,11,64,0,0,0,0,第4波结束,11
1704006,26,70,2,5,0,0,0,0,计时器5开始计时,11
1704007,26,71,11,138,0,0,0,0,第5波,11
1704008,26,72,2,25,0,0,0,0,计时器35开始计时,11
1704009,26,73,21,0,0,0,0,0,激活第5组出生点,11
1704010,26,74,11,130,0,0,0,0,第5波结束,11
1704011,26,75,12,0,0,0,0,0,副本停止计时,11
1704012,26,76,2,102,0,0,0,0,计时器102开始计时,11
1704013,26,77,11,15,0,0,0,0,显示计时器102计时,11
1704014,26,78,14,0,0,0,0,0,副本结束,11
1769473,27,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
1769474,27,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
1769475,27,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
1769476,27,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
1769477,27,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
1769478,27,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
1769479,27,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
1769480,27,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
1769481,27,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
1769482,27,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
1769483,27,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
1769484,27,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
1769485,27,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
1769486,27,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
1769487,27,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
1769488,27,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
1769489,27,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
1769490,27,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
1769491,27,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
1769492,27,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
1769493,27,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
1769494,27,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
1769495,27,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
1769496,27,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
1769497,27,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
1769498,27,26,1,22,0,0,0,0,创建计时器22，用于激活出生点(开局行为),11
1769499,27,27,1,23,0,0,0,0,创建计时器23，用于激活出生点(开局行为),11
1769500,27,28,1,24,0,0,0,0,创建计时器24，用于激活出生点(开局行为),11
1769501,27,29,1,25,0,0,0,0,创建计时器25，用于激活出生点(开局行为),11
1769502,27,30,1,26,0,0,0,0,创建计时器26，用于激活出生点(开局行为),11
1769503,27,31,1,27,0,0,0,0,创建计时器27，用于激活出生点(开局行为),11
1769504,27,32,1,28,0,0,0,0,创建计时器28，用于激活出生点(开局行为),11
1769505,27,33,1,29,0,0,0,0,创建计时器29，用于激活出生点(开局行为),11
1769506,27,34,1,30,0,0,0,0,创建计时器30，用于激活出生点(开局行为),11
1769507,27,35,1,31,0,0,0,0,创建计时器31，用于激活出生点(开局行为),11
1769508,27,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
1769509,27,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
1769510,27,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
1769511,27,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
1769512,27,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
1769513,27,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
1769514,27,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
1769515,27,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
1769516,27,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
1769517,27,45,10,1,0,0,0,0,开局倒计时信息(开局行为),11
1769518,27,46,3,1,0,0,0,0,创建计数器1，清空敌人,11
1769519,27,47,7,0,0,0,0,0,副本开始计时,11
1769520,27,48,2,101,0,0,0,0,计时器101开始计时,11
1769521,27,49,11,26,0,0,0,0,任务目标：幸存,11
1769522,27,50,2,1,0,0,0,0,计时器1开始计时,11
1769523,27,51,11,27,0,0,0,0,第1波,11
1769524,27,52,2,21,0,0,0,0,计时器31开始计时,11
1769525,27,53,21,0,0,0,0,0,激活第1组出生点,11
1769526,27,54,11,128,0,0,0,0,第1波结束,11
1769527,27,55,2,2,0,0,0,0,计时器2开始计时,11
1769528,27,56,11,28,0,0,0,0,第2波,11
1769529,27,57,2,22,0,0,0,0,计时器32开始计时,11
1769530,27,58,21,0,0,0,0,0,激活第2组出生点,11
1769531,27,59,11,62,0,0,0,0,第2波结束,11
1769532,27,60,2,3,0,0,0,0,计时器3开始计时,11
1769533,27,61,11,29,0,0,0,0,第3波,11
1769534,27,62,2,23,0,0,0,0,计时器33开始计时,11
1769535,27,63,21,0,0,0,0,0,激活第3组出生点,11
1769536,27,64,11,129,0,0,0,0,第3波结束,11
1769537,27,65,2,4,0,0,0,0,计时器4开始计时,11
1769538,27,66,11,30,0,0,0,0,第4波,11
1769539,27,67,2,24,0,0,0,0,计时器34开始计时,11
1769540,27,68,21,0,0,0,0,0,激活第4组出生点,11
1769541,27,69,11,64,0,0,0,0,第4波结束,11
1769542,27,70,2,5,0,0,0,0,计时器5开始计时,11
1769543,27,71,11,138,0,0,0,0,第5波,11
1769544,27,72,2,25,0,0,0,0,计时器35开始计时,11
1769545,27,73,21,0,0,0,0,0,激活第5组出生点,11
1769546,27,74,11,130,0,0,0,0,第5波结束,11
1769547,27,75,12,0,0,0,0,0,副本停止计时,11
1769548,27,76,2,102,0,0,0,0,计时器102开始计时,11
1769549,27,77,11,15,0,0,0,0,显示计时器102计时,11
1769550,27,78,14,0,0,0,0,0,副本结束,11
1769551,27,79,23,21,0,0,0,0,奖励500币,11
1769552,27,80,23,22,0,0,0,0,奖励750币,11
1769553,27,81,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
1835009,28,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
1835010,28,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
1835011,28,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
1835012,28,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
1835013,28,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
1835014,28,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
1835015,28,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
1835016,28,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
1835017,28,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
1835018,28,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
1835019,28,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
1835020,28,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
1835021,28,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
1835022,28,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
1835023,28,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
1835024,28,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
1835025,28,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
1835026,28,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
1835027,28,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
1835028,28,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
1835029,28,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
1835030,28,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
1835031,28,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
1835032,28,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
1835033,28,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
1835034,28,26,1,22,0,0,0,0,创建计时器22，用于激活出生点(开局行为),11
1835035,28,27,1,23,0,0,0,0,创建计时器23，用于激活出生点(开局行为),11
1835036,28,28,1,24,0,0,0,0,创建计时器24，用于激活出生点(开局行为),11
1835037,28,29,1,25,0,0,0,0,创建计时器25，用于激活出生点(开局行为),11
1835038,28,30,1,26,0,0,0,0,创建计时器26，用于激活出生点(开局行为),11
1835039,28,31,1,27,0,0,0,0,创建计时器27，用于激活出生点(开局行为),11
1835040,28,32,1,28,0,0,0,0,创建计时器28，用于激活出生点(开局行为),11
1835041,28,33,1,29,0,0,0,0,创建计时器29，用于激活出生点(开局行为),11
1835042,28,34,1,30,0,0,0,0,创建计时器30，用于激活出生点(开局行为),11
1835043,28,35,1,31,0,0,0,0,创建计时器31，用于激活出生点(开局行为),11
1835044,28,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
1835045,28,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
1835046,28,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
1835047,28,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
1835048,28,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
1835049,28,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
1835050,28,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
1835051,28,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
1835052,28,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
1835053,28,45,10,1,0,0,0,0,开局倒计时信息(开局行为),11
1835054,28,46,3,1,0,0,0,0,创建计数器1，清空敌人,11
1835055,28,47,7,0,0,0,0,0,副本开始计时,11
1835056,28,48,2,101,0,0,0,0,计时器101开始计时,11
1835057,28,49,11,26,0,0,0,0,任务目标：幸存,11
1835058,28,50,2,1,0,0,0,0,计时器1开始计时,11
1835059,28,51,11,27,0,0,0,0,第1波,11
1835060,28,52,2,21,0,0,0,0,计时器31开始计时,11
1835061,28,53,21,0,0,0,0,0,激活第1组出生点,11
1835062,28,54,11,128,0,0,0,0,第1波结束,11
1835063,28,55,2,2,0,0,0,0,计时器2开始计时,11
1835064,28,56,11,28,0,0,0,0,第2波,11
1835065,28,57,2,22,0,0,0,0,计时器32开始计时,11
1835066,28,58,21,0,0,0,0,0,激活第2组出生点,11
1835067,28,59,11,62,0,0,0,0,第2波结束,11
1835068,28,60,2,3,0,0,0,0,计时器3开始计时,11
1835069,28,61,11,29,0,0,0,0,第3波,11
1835070,28,62,2,23,0,0,0,0,计时器33开始计时,11
1835071,28,63,21,0,0,0,0,0,激活第3组出生点,11
1835072,28,64,11,129,0,0,0,0,第3波结束,11
1835073,28,65,2,4,0,0,0,0,计时器4开始计时,11
1835074,28,66,11,30,0,0,0,0,第4波,11
1835075,28,67,2,24,0,0,0,0,计时器34开始计时,11
1835076,28,68,21,0,0,0,0,0,激活第4组出生点,11
1835077,28,69,11,64,0,0,0,0,第4波结束,11
1835078,28,70,2,5,0,0,0,0,计时器5开始计时,11
1835079,28,71,11,138,0,0,0,0,第5波,11
1835080,28,72,2,25,0,0,0,0,计时器35开始计时,11
1835081,28,73,21,0,0,0,0,0,激活第5组出生点,11
1835082,28,74,11,130,0,0,0,0,第5波结束,11
1835083,28,75,12,0,0,0,0,0,副本停止计时,11
1835084,28,76,2,102,0,0,0,0,计时器102开始计时,11
1835085,28,77,11,15,0,0,0,0,显示计时器102计时,11
1835086,28,78,14,0,0,0,0,0,副本结束,11
1835087,28,79,23,21,0,0,0,0,奖励500币,11
1835088,28,80,23,22,0,0,0,0,奖励750币,11
1835089,28,81,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
1900545,29,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
1900546,29,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
1900547,29,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
1900548,29,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
1900549,29,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
1900550,29,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
1900551,29,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
1900552,29,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
1900553,29,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
1900554,29,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
1900555,29,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
1900556,29,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
1900557,29,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
1900558,29,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
1900559,29,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
1900560,29,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
1900561,29,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
1900562,29,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
1900563,29,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
1900564,29,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
1900565,29,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
1900566,29,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
1900567,29,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
1900568,29,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
1900569,29,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
1900570,29,26,1,22,0,0,0,0,创建计时器22，用于激活出生点(开局行为),11
1900571,29,27,1,23,0,0,0,0,创建计时器23，用于激活出生点(开局行为),11
1900572,29,28,1,24,0,0,0,0,创建计时器24，用于激活出生点(开局行为),11
1900573,29,29,1,25,0,0,0,0,创建计时器25，用于激活出生点(开局行为),11
1900574,29,30,1,26,0,0,0,0,创建计时器26，用于激活出生点(开局行为),11
1900575,29,31,1,27,0,0,0,0,创建计时器27，用于激活出生点(开局行为),11
1900576,29,32,1,28,0,0,0,0,创建计时器28，用于激活出生点(开局行为),11
1900577,29,33,1,29,0,0,0,0,创建计时器29，用于激活出生点(开局行为),11
1900578,29,34,1,30,0,0,0,0,创建计时器30，用于激活出生点(开局行为),11
1900579,29,35,1,31,0,0,0,0,创建计时器31，用于激活出生点(开局行为),11
1900580,29,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
1900581,29,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
1900582,29,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
1900583,29,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
1900584,29,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
1900585,29,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
1900586,29,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
1900587,29,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
1900588,29,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
